date,shift,hour,hourtime,trucks,truck_class,digger,digger_class,pit,material_type,std_material_tonnage,std_material_volume,actual_tonnage_payload,distance_empty_meter,distance_loaded_meter,traveling_time_seconds,waiting_time_seconds,spotting_time_seconds,loading_time_seconds,hauling_time_seconds,queued_time_seconds,backing_time_seconds,tipping_time_seconds,shovel_hang_time_seconds
6/25/2020,Night,29,5:40 AM,RD0091,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,156.1,1980,1980,204,35,13,133,507,3,21,30,0
6/25/2020,Night,29,5:40 AM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,140.3,1399,1196,233,194,91,246,303,0,44,39,0
6/25/2020,Night,29,5:40 AM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,219.9,2744,2744,323,151,3,127,484,3,31,24,0
6/25/2020,Night,30,6:40 AM,RD0055,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,148,1418,1418,144,251,0,135,249,3,40,31,0
6/25/2020,Day,10,10:40 AM,RD0047,CAT789,EX010,H5500,Pit-C,Waste,205,81,208.7,3705,3705,518,178,44,74,708,3,35,36,0
6/25/2020,Day,10,10:40 AM,RD0090,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,154,2417,2507,259,2,10,110,535,0,29,38,166
6/25/2020,Day,10,10:40 AM,RD0125,CAT 777E,EX022,R984,Pit-C,Coal,107,79.26,95.4,24375,13226,2348,45,68,456,1576,4,121,6,0
6/25/2020,Day,10,10:40 AM,RD0016,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,141.6,2859,3150,329,3,16,107,552,0,35,44,54
6/25/2020,Day,10,10:40 AM,RD0052,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,117.2,2825,2732,354,113,13,137,660,0,1,30,0
6/25/2020,Day,10,10:40 AM,RD0033,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,166.7,2100,2100,239,9,24,142,510,4,31,33,31
6/25/2020,Day,10,10:40 AM,RD0074,CAT789,EX017,H3600,Pit-B,Waste,205,81,189.9,2305,2305,201,22,14,113,499,4,28,36,24
6/25/2020,Day,9,9:40 AM,RD0020,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,144.1,2789,2789,335,8,18,153,531,5,27,33,0
6/25/2020,Day,10,10:40 AM,RD0024,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,137.9,2054,2273,209,238,43,185,455,2,32,28,0
6/25/2020,Day,10,10:40 AM,RD0039,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,159.4,2373,2373,208,266,16,131,502,13,0,36,0
6/25/2020,Day,10,10:40 AM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,202.9,1270,3690,328,0,4,107,680,1,29,35,126
6/25/2020,Day,10,10:40 AM,RD0020,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,154.3,2659,2659,310,116,20,113,517,0,26,32,0
6/25/2020,Day,10,10:40 AM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,213.7,3705,3705,503,209,45,87,717,1,28,22,0
6/25/2020,Day,10,10:40 AM,RD0077,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,138.7,2433,2315,249,331,49,174,458,2,30,33,0
6/25/2020,Day,11,11:40 AM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,214.4,1270,1270,189,108,13,108,194,4,26,32,12
6/25/2020,Day,10,10:40 AM,RD0029,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,163.8,1412,1412,168,120,25,105,283,1,37,36,0
6/25/2020,Day,10,10:40 AM,RD0030,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,165,2806,2806,307,32,16,99,473,5,40,24,67
6/25/2020,Day,10,10:40 AM,RD0065,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,161.5,2659,2659,303,76,15,112,535,0,28,29,0
6/25/2020,Day,10,10:40 AM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,169.2,1346,1346,187,22,16,102,198,4,32,24,0
6/25/2020,Day,10,10:40 AM,RD0109,CAT777D-WASTE,EX013,H2500,Pit-C,Waste,115,45,115,1575,1143,586,196,14,130,253,5,12,60,0
6/25/2020,Day,10,10:40 AM,RD0063,CAT789,EX010,H5500,Pit-C,Waste,205,81,206.5,3705,3705,430,183,16,106,689,4,30,34,0
6/25/2020,Day,10,10:40 AM,RD0049,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,138.6,2216,2273,248,3,11,180,463,1,26,37,417
6/25/2020,Day,10,10:40 AM,RD0062,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,160.3,2100,2100,195,58,45,100,511,4,25,32,0
6/25/2020,Day,10,10:40 AM,RD0028,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,158.8,2100,2100,238,70,10,148,509,7,22,36,0
6/25/2020,Day,11,11:40 AM,RD0006,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,162.5,3121,2806,257,53,10,100,410,3,27,24,0
6/25/2020,Day,10,10:40 AM,RD0018,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,154,2859,2859,360,6,15,102,516,1,32,32,0
6/25/2020,Day,10,10:40 AM,RD0090,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,158.4,2397,2373,317,4,15,92,513,0,29,36,84
6/25/2020,Day,10,10:40 AM,RD0041,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,149.1,2859,2859,306,128,11,98,516,3,26,30,0
6/25/2020,Day,10,10:40 AM,RD0069,CAT789,EX017,H3600,Pit-B,Waste,205,81,204.1,2305,2305,226,48,18,146,465,6,39,39,0
6/25/2020,Day,10,10:40 AM,RD0023,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,158,1412,1412,144,176,28,92,258,3,31,24,0
6/25/2020,Day,10,10:40 AM,RD0060,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,163.4,2525,2659,293,141,14,106,486,0,31,27,0
6/25/2020,Day,10,10:40 AM,RD0053,CAT785,EX017,H3600,Pit-B,Waste,163,64.5,141.5,2305,2305,215,69,12,97,1272,0,0,23,0
6/25/2020,Day,11,11:40 AM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,157.2,1337,1373,262,2,16,128,355,0,47,32,103
6/25/2020,Day,11,11:40 AM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,148.3,1346,1346,183,99,12,112,198,1,24,34,0
6/25/2020,Day,10,10:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,227.5,1270,1270,191,109,18,120,210,4,36,40,0
6/25/2020,Day,10,10:40 AM,RD0093,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,106.5,2898,2909,524,1,0,95,558,0,31,30,53
6/25/2020,Day,11,11:40 AM,RD0042,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,159.4,1412,1477,170,123,9,113,333,0,29,30,0
6/25/2020,Day,11,11:40 AM,RD0077,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,155.6,2433,2273,254,148,21,168,495,1,27,32,0
6/25/2020,Day,11,11:40 AM,RD0054,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,153.5,2827,2827,358,5,39,78,572,3,23,28,142
6/25/2020,Day,11,11:40 AM,RD0081,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,153.1,2827,2827,348,109,23,107,523,4,29,25,0
6/25/2020,Day,11,11:40 AM,RD0032,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,146.4,2806,2812,304,148,23,109,456,7,31,32,0
6/25/2020,Day,11,11:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,224.2,1320,1270,180,0,0,109,203,5,30,36,78
6/25/2020,Day,11,11:40 AM,RD0119,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,143.7,2373,2373,291,4,12,114,478,5,52,31,30
6/25/2020,Day,11,11:40 AM,RD0007,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,138.3,2859,2859,310,58,14,121,541,4,27,33,0
6/25/2020,Day,11,11:40 AM,RD0012,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,121.9,2747,2725,381,72,13,171,550,0,25,36,0
6/25/2020,Day,11,11:40 AM,RD0035,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,163.5,1404,1477,132,179,13,102,330,0,33,25,0
6/25/2020,Day,11,11:40 AM,RD0063,CAT789,EX010,H5500,Pit-C,Waste,205,81,192,3705,1285,519,2,17,122,234,0,27,27,18
6/25/2020,Day,11,11:40 AM,RD0091,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,165.6,2100,2100,227,3,16,136,550,4,24,35,45
6/25/2020,Day,11,11:40 AM,RD0037,CAT789,EX010,H5500,Pit-C,Waste,205,81,193.5,3705,3705,437,226,17,109,761,7,27,36,0
6/25/2020,Day,15,3:40 PM,RD0081,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,162.3,2407,2374,288,10,0,215,535,1,31,20,198
6/25/2020,Day,11,11:40 AM,RD0049,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,145.6,2827,2827,314,3,12,108,553,0,28,27,141
6/25/2020,Day,11,11:40 AM,RD0038,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,143.8,2827,2827,281,247,14,77,479,1,25,20,0
6/25/2020,Day,10,10:40 AM,RD0116,CAT777D-COAL,EX022,R984,Pit-C,Coal,107,79.26,96.4,13705,13226,1380,91,48,424,1762,4,24,15,0
6/25/2020,Day,11,11:40 AM,RD0047,CAT789,EX015,H5500,Pit-C,Waste,205,81,222.9,3690,1500,452,3,7,105,268,1,28,30,86
6/25/2020,Day,11,11:40 AM,RD0013,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,156.5,2835,3188,315,44,14,128,533,0,24,29,0
6/25/2020,Day,11,11:40 AM,RD0019,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,170.1,2373,2507,282,97,22,154,584,1,23,26,0
6/25/2020,Day,11,11:40 AM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,190.9,2305,2305,226,3,14,144,494,4,26,43,173
6/25/2020,Day,11,11:40 AM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,153.8,3058,3188,345,1,14,145,523,0,27,46,57
6/25/2020,Day,11,11:40 AM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,194.1,2305,2305,231,26,13,128,515,4,29,34,0
6/25/2020,Day,11,11:40 AM,RD0022,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,167,2659,2659,329,36,20,114,525,0,33,41,0
6/25/2020,Day,11,11:40 AM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,221.7,1270,1270,194,85,17,115,193,2,26,42,0
6/25/2020,Day,11,11:40 AM,RD0045,CAT789,EX010,H5500,Pit-C,Waste,205,81,204.6,3705,3705,404,37,15,107,695,3,29,20,0
6/25/2020,Day,11,11:40 AM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,150.5,1346,1346,200,100,15,109,199,5,41,24,0
6/25/2020,Day,11,11:40 AM,RD0087,CAT789,EX010,H5500,Pit-C,Waste,205,81,213,3705,3705,386,230,16,108,699,4,31,35,0
6/25/2020,Day,11,11:40 AM,RD0039,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,167.3,2373,2373,291,57,2,151,516,4,0,36,0
6/25/2020,Day,10,10:40 AM,RD0073,CAT789,EX010,H5500,Pit-C,Waste,205,81,214.3,3598,3705,425,165,48,69,703,2,31,33,0
6/25/2020,Day,11,11:40 AM,RD0028,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,137.9,2100,2100,227,20,21,108,475,6,23,36,59
6/25/2020,Day,10,10:40 AM,RD0132,CAT777D-COAL,EX021,R984,Pit-B,Coal,107,79.26,104.95,8727,8958,964,142,6,732,1264,6,8,29,0
6/25/2020,Day,11,11:40 AM,RD0024,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,141.8,2273,2273,227,3,12,173,494,2,32,28,175
6/25/2020,Day,11,11:40 AM,RD0058,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,166.2,2100,2100,224,15,17,144,510,2,28,36,44
6/25/2020,Day,10,10:40 AM,RD0120,CAT777D-COAL,EX022,R984,Pit-C,Coal,107,79.26,101.495,13187,13226,1354,71,12,469,1657,4,1,20,0
6/25/2020,Day,11,11:40 AM,RD0003,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156,3442,2812,279,0,15,108,444,3,18,30,26
6/25/2020,Day,11,11:40 AM,RD0017,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,150.2,2659,2659,318,37,12,114,512,0,30,26,0
6/25/2020,Day,11,11:40 AM,RD0048,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,162.5,1412,1477,153,130,31,97,333,1,32,34,0
6/25/2020,Day,11,11:40 AM,RD0126,CAT777D-COAL,EX024,R984,Pit-A,Coal,107,79.26,107,21173,503,2025,380,1,323,72,0,0,0,0
6/25/2020,Day,11,11:40 AM,RD0051,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,147.2,2888,2789,358,15,0,75,519,1,40,14,28
6/25/2020,Day,11,11:40 AM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,158.8,1337,1373,246,148,28,184,323,0,36,28,46
6/25/2020,Day,11,11:40 AM,RD0005,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,167.8,2806,2806,266,170,13,96,452,7,19,30,0
6/25/2020,Day,11,11:40 AM,RD0008,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,168.6,2525,2525,321,101,11,100,524,5,26,25,0
6/25/2020,Day,11,11:40 AM,RD0001,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,144.9,2923,2789,392,154,0,77,516,10,0,32,0
6/25/2020,Day,11,11:40 AM,RD0029,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,153.6,1412,1477,164,103,19,112,305,0,23,28,0
6/25/2020,Day,11,11:40 AM,RD0074,CAT789,EX017,H3600,Pit-B,Waste,205,81,198.6,2305,2305,209,27,18,136,466,5,25,39,121
6/25/2020,Day,11,11:40 AM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,136.6,1346,1346,202,108,20,98,206,1,36,37,0
6/25/2020,Day,11,11:40 AM,RD0018,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,139.7,2874,2859,313,10,18,92,506,3,26,23,34
6/25/2020,Day,11,11:40 AM,RD0066,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,158.7,1373,1373,271,3,14,164,374,0,33,32,35
6/25/2020,Day,11,11:40 AM,RD0015,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,164.7,2507,2373,276,5,15,143,520,4,0,26,0
6/25/2020,Day,11,11:40 AM,RD0011,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,160.3,2606,2525,332,37,9,110,513,2,0,36,0
6/25/2020,Day,11,11:40 AM,RD0065,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,160.7,2923,2789,367,39,16,125,577,12,1,29,0
6/25/2020,Day,13,1:40 PM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,194.5,2305,2305,261,1,14,136,479,13,36,28,178
6/25/2020,Day,11,11:40 AM,RD0123,CAT 777E,EX021,R984,Pit-B,Coal,107,79.26,107,8787,8958,945,107,0,753,1210,6,8,126,0
6/25/2020,Day,11,11:40 AM,RD0007,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,155.8,2812,3103,281,133,1,103,443,0,27,40,0
6/25/2020,Day,11,11:40 AM,RD0067,CAT785,EX010,H5500,Pit-C,Waste,163,64.5,148.2,3705,3705,480,228,25,70,703,2,32,28,0
6/25/2020,Day,11,11:40 AM,RD0062,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,166.8,2100,2100,226,12,30,152,506,2,25,34,0
6/25/2020,Day,11,11:40 AM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,145.4,3173,3173,329,5,11,132,526,0,24,39,32
6/25/2020,Day,11,11:40 AM,RD0027,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,140.7,2859,3188,313,127,14,109,522,0,25,39,0
6/25/2020,Day,11,11:40 AM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,159.4,1373,1373,232,4,13,173,319,0,35,30,44
6/25/2020,Day,11,11:40 AM,RD0081,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,162.6,2827,2818,345,34,12,104,543,0,27,22,169
6/25/2020,Day,11,11:40 AM,RD0093,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,122.6,2758,2725,325,1,11,107,551,0,30,24,49
6/25/2020,Day,11,11:40 AM,RD0011,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,127.7,2668,2659,264,27,19,102,527,0,30,31,52
6/25/2020,Day,11,11:40 AM,RD0036,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,136.6,2273,2273,212,2,14,171,509,3,37,32,181
6/25/2020,Day,11,11:40 AM,RD0052,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,107.4,2730,2725,366,3,17,114,534,0,26,36,143
6/25/2020,Day,11,11:40 AM,RD0119,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,143,2787,2787,402,25,12,82,581,15,1,25,80
6/25/2020,Day,11,11:40 AM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,201.7,1270,1270,247,2,16,118,202,4,29,42,88
6/25/2020,Day,10,10:40 AM,RD0121,CAT777D-COAL,EX022,R984,Pit-C,Coal,107,79.26,111.495,24556,13226,2366,25,11,515,1681,5,9,24,0
6/25/2020,Day,11,11:40 AM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,141.7,1346,1346,183,72,17,103,205,5,35,28,82
6/25/2020,Day,11,11:40 AM,RD0047,CAT789,EX015,H5500,Pit-C,Waste,205,81,201.2,1320,1270,257,40,13,110,211,4,30,29,0
6/25/2020,Day,11,11:40 AM,RD0030,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,166.8,3015,3098,358,1,1,104,496,0,34,26,68
6/25/2020,Day,11,11:40 AM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,148.9,1346,1346,214,29,13,109,209,3,27,34,0
6/25/2020,Day,11,11:40 AM,RD0006,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,159.4,3127,2812,300,129,14,104,446,1,32,24,0
6/25/2020,Day,10,10:40 AM,RD0103,CAT 777E,EX019,R984,Pit-A,Coal,107,79.26,105.2,23759,23829,2800,489,59,357,2942,188,125,4,0
6/25/2020,Day,11,11:40 AM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,197.5,2305,2305,227,87,11,136,482,3,25,47,155
6/25/2020,Day,11,11:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,216.8,1270,1270,189,2,13,105,188,3,32,40,110
6/25/2020,Day,11,11:40 AM,RD0020,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,158,2923,2787,328,29,12,106,561,4,23,36,0
6/25/2020,Day,11,11:40 AM,RD0060,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,147.1,2923,2787,296,91,15,121,496,13,0,28,0
6/25/2020,Day,10,10:40 AM,RD0088,CAT 777E,EX023,R984,Pit-A,Coal,107,79.26,101.8,23524,23809,2139,22,1,677,2912,18,0,8,0
6/25/2020,Day,11,11:40 AM,RD0069,CAT789,EX017,H3600,Pit-B,Waste,205,81,178.6,2305,2305,228,51,16,129,452,3,30,38,0
6/25/2020,Day,11,11:40 AM,RD0035,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,156.9,1382,1477,206,2,8,131,331,0,36,28,25
6/25/2020,Day,11,11:40 AM,RD0084,CAT789,EX010,H5500,Pit-C,Waste,205,81,208.1,3705,3705,378,161,52,78,681,3,24,34,0
6/25/2020,Day,11,11:40 AM,RD0021,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,151.7,2525,2525,292,37,17,107,604,0,38,26,0
6/25/2020,Day,11,11:40 AM,RD0041,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,155.7,2812,2812,284,151,15,102,539,3,22,28,0
6/25/2020,Day,11,11:40 AM,RD0016,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,147.8,3173,3173,332,5,14,123,566,0,24,46,129
6/25/2020,Day,11,11:40 AM,RD0057,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,163,2525,2633,300,3,9,101,566,1,1,35,106
6/25/2020,Day,11,11:40 AM,RD0032,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,148.4,2882,3173,328,4,14,110,646,0,28,42,97
6/25/2020,Day,11,11:40 AM,RD0055,CAT785,EX017,H3600,Pit-B,Waste,163,64.5,161,2305,2305,225,74,16,129,513,3,23,28,0
6/25/2020,Day,11,11:40 AM,RD0024,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,158.4,2273,2273,238,3,19,204,497,5,26,28,399
6/25/2020,Day,11,11:40 AM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,153.4,1373,1373,248,4,23,201,478,0,30,34,331
6/25/2020,Day,11,11:40 AM,RD0062,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,151.4,1664,1664,185,141,11,105,318,5,32,26,0
6/25/2020,Day,11,11:40 AM,RD0017,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,170.2,2659,2659,341,50,18,94,538,0,33,24,27
6/25/2020,Day,11,11:40 AM,RD0012,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,120.1,2725,2725,289,32,17,150,588,1,25,28,0
6/25/2020,Day,11,11:40 AM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,202.5,3705,3705,557,28,35,117,708,5,24,26,173
6/25/2020,Day,11,11:40 AM,RD0037,CAT789,EX010,H5500,Pit-C,Waste,205,81,189.8,3705,3705,496,56,56,84,721,5,31,38,0
6/25/2020,Day,11,11:40 AM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,171,1346,1346,208,40,14,111,205,2,27,29,0
6/25/2020,Day,11,11:40 AM,RD0117,CAT777D-COAL,EX021,R984,Pit-B,Coal,107,79.26,86.6773,8958,8992,1061,346,0,707,1261,7,7,59,0
6/25/2020,Day,11,11:40 AM,RD0073,CAT789,EX010,H5500,Pit-C,Waste,205,81,195.1,3705,3705,504,112,18,103,707,2,29,26,0
6/25/2020,Day,11,11:40 AM,RD0008,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,150.6,2787,2921,388,27,13,109,563,0,1,31,274
6/25/2020,Day,11,11:40 AM,RD0090,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,118.9,2781,2725,426,32,11,157,553,0,26,38,0
6/25/2020,Day,11,11:40 AM,RD0022,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,151.5,2659,2659,302,28,19,109,572,0,36,43,0
6/25/2020,Day,11,11:40 AM,RD0074,CAT789,EX017,H3600,Pit-B,Waste,205,81,200.3,2305,2305,216,40,21,129,471,4,24,36,0
6/25/2020,Day,11,11:40 AM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,141.7,1373,1373,247,68,15,203,452,0,42,38,0
6/25/2020,Day,11,11:40 AM,RD0051,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,145.6,2423,2373,285,18,9,128,462,5,34,21,48
6/25/2020,Day,11,11:40 AM,RD0003,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,170.7,2882,3173,310,39,16,150,557,0,24,32,0
6/25/2020,Day,11,11:40 AM,RD0018,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156.6,2812,3103,367,2,12,102,617,0,25,30,116
6/25/2020,Day,11,11:40 AM,RD0028,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,157.6,1664,1664,293,151,0,100,314,4,31,30,0
6/25/2020,Day,11,11:40 AM,RD0015,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,165.5,2373,2373,279,2,19,131,523,0,50,31,245
6/25/2020,Day,11,11:40 AM,RD0038,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,168.2,2827,2827,269,171,16,101,521,3,27,26,0
6/25/2020,Day,11,11:40 AM,RD0027,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,138.8,3058,3173,345,121,14,123,597,0,23,33,0
6/25/2020,Day,11,11:40 AM,RD0047,CAT789,EX015,H5500,Pit-C,Waste,205,81,220.4,1270,1270,210,38,14,100,236,3,35,34,0
6/25/2020,Day,14,2:40 PM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,95.0409,1381,1381,329,107,14,131,357,4,12,24,0
6/25/2020,Day,11,11:40 AM,RD0065,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,158.8,2373,2507,263,3,10,127,502,0,25,26,33
6/25/2020,Day,11,11:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,206.9,1270,1270,180,112,0,109,232,4,35,30,0
6/25/2020,Day,11,11:40 AM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,203.6,1270,1270,218,2,16,121,218,4,31,43,55
6/25/2020,Day,11,11:40 AM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,161.7,1346,1346,181,86,19,148,203,5,38,28,0
6/25/2020,Day,11,11:40 AM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,155,1346,1346,223,91,11,113,211,1,34,42,0
6/25/2020,Day,11,11:40 AM,RD0054,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,172,2827,2827,444,3,14,95,591,3,25,22,333
6/25/2020,Day,11,11:40 AM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,197.7,2305,2305,236,100,15,137,456,2,31,43,0
6/25/2020,Day,11,11:40 AM,RD0013,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,158.7,3069,3098,282,116,14,105,534,0,24,30,0
6/25/2020,Day,11,11:40 AM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,218.8,2305,2305,222,70,0,132,478,4,28,38,0
6/25/2020,Day,11,11:40 AM,RD0020,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,158.3,2373,2507,264,118,16,120,582,0,24,34,0
6/25/2020,Day,11,11:40 AM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,200.4,1320,1270,209,108,15,115,195,5,31,34,0
6/25/2020,Day,11,11:40 AM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,202.4,2305,2305,232,19,8,145,479,1,31,39,101
6/25/2020,Day,11,11:40 AM,RD0017,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,157.9,2678,2659,351,2,9,98,531,0,25,26,77
6/25/2020,Day,11,11:40 AM,RD0013,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,153.2,3103,3103,281,35,17,106,487,0,28,26,128
6/25/2020,Day,11,11:40 AM,RD0014,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,158.9,3103,3103,315,64,2,105,498,0,23,36,127
6/25/2020,Day,14,2:40 PM,RD0121,CAT777D-COAL,EX022,R984,Pit-C,Coal,107,79.26,112.041,24538,24858,2370,4,12,388,3106,427,13,24,85
6/25/2020,Day,11,11:40 AM,RD0011,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,162.1,2659,2525,328,1,13,106,509,3,48,38,79
6/25/2020,Day,13,1:40 PM,RD0006,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,158.5,3103,2812,885,40,2,98,436,3,29,28,0
6/25/2020,Day,11,11:40 AM,RD0033,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,168.6,2827,2827,311,5,0,98,584,4,29,24,0
